segmentnr	original	folio	analyzed
ZH_X67_1304_004:0350c11	被他覓得也。林泉道。曹司易勘。一欵便招。這僧雖是	004	被 他 覓 得 也  林 泉 道  曹 司 易 勘  一 欵 便 招  這 僧 雖 是 
ZH_X67_1304_004:0350c12	臨渴掘井。一鍬便見黃泉。儻能如此隱身。何必慞惶	004	臨 渴 掘 井  一 鍬 便 見 黃 泉  儻 能 如 此 隱 身  何 必 慞 惶 
ZH_X67_1304_004:0350c13	怖懼。頌曰。	004	怖 懼  頌 曰  
ZH_X67_1304_004:0350c14	寒月依依上遠峰(光分萬象)。平湖萬頃練光封(影散千波)。漁	004	寒 月 依 依 上 遠 峰  光 分 萬 象   平 湖 萬 頃 練 光 封  影 散 千 波   漁 
ZH_X67_1304_004:0350c15	歌驚起汀洲鷺(已往不咎)。飛出蘆花不見蹤(許伊具眼)。	004	歌 驚 起 汀 洲 鷺  已 往 不 咎   飛 出 蘆 花 不 見 蹤  許 伊 具 眼   
ZH_X67_1304_004:0350c16	師云。團團離海嶠。漸漸出雲衢。此夜一輪滿。清光何	004	師 云  團 團 離 海 嶠  漸 漸 出 雲 衢  此 夜 一 輪 滿  清 光 何 
ZH_X67_1304_004:0350c17	處無。趙州云。至道無難。唯嫌揀擇。纔有語言。是揀擇	004	處 無  趙 州 云  至 道 無 難  唯 嫌 揀 擇  纔 有 語 言  是 揀 擇 
ZH_X67_1304_004:0350c18	是明白。老僧不在明白裏。是汝還護惜也無。時有僧	004	是 明 白  老 僧 不 在 明 白 裏  是 汝 還 護 惜 也 無  時 有 僧 
ZH_X67_1304_004:0350c19	問。和尚既不在明白裏。護惜箇甚麼。州云我亦不知。	004	問  和 尚 既 不 在 明 白 裏  護 惜 箇 甚 麼  州 云 我 亦 不 知  
ZH_X67_1304_004:0350c20	僧云。既不知。為甚麼不在明白裏。州云。問事即得。禮	004	僧 云  既 不 知  為 甚 麼 不 在 明 白 裏  州 云  問 事 即 得  禮 
ZH_X67_1304_004:0350c21	拜了退。林泉道。莫承言。休滯句。行則行。住則住。不應	004	拜 了 退  林 泉 道  莫 承 言  休 滯 句  行 則 行  住 則 住  不 應 
ZH_X67_1304_004:0350c22	頻爇返魂香。直須斫倒栴檀樹。況平湖萬頃絕點純	004	頻 爇 返 魂 香  直 須 斫 倒 栴 檀 樹  況 平 湖 萬 頃 絕 點 純 
ZH_X67_1304_004:0350c23	清。巨浪千尋真當流注。泛釣舡於峽口。停短棹於灘	004	清  巨 浪 千 尋 真 當 流 注  泛 釣 舡 於 峽 口  停 短 棹 於 灘 
ZH_X67_1304_004:0350c24	頭。漁歌驚起鷺雙飛。蘆葦岸邊尋不見。轉功就位。月	004	頭  漁 歌 驚 起 鷺 雙 飛  蘆 葦 岸 邊 尋 不 見  轉 功 就 位  月 
ZH_X67_1304_004:0351a01	臨洲渚而踈影微分。借位明功。烟鎻沙汀而寒光獨	004	臨 洲 渚 而 踈 影 微 分  借 位 明 功  烟 鎻 沙 汀 而 寒 光 獨 
ZH_X67_1304_004:0351a02	耀。具眼禪人若為回互。隱顯全該如委悉。正偏兼帶	004	耀  具 眼 禪 人 若 為 回 互  隱 顯 全 該 如 委 悉  正 偏 兼 帶 
ZH_X67_1304_004:0351a03	自分明。	004	自 分 明  
ZH_X67_1304_004:0351a04	第五十一則　白水聲色(示眾)	004	第 五 十 一 則  白 水 聲 色  示 眾  
ZH_X67_1304_004:0351a05	示眾云。琴瑟箜篌。聽他何礙汝。青黃碧綠。識得不為	004	示 眾 云  琴 瑟 箜 篌  聽 他 何 礙 汝  青 黃 碧 綠  識 得 不 為 
ZH_X67_1304_004:0351a06	冤。任伊竪判橫批。看我嘲三攞四。莫有知音可嘉者	004	冤  任 伊 竪 判 橫 批  看 我 嘲 三 攞 四  莫 有 知 音 可 嘉 者 
ZH_X67_1304_004:0351a07	麼。試請辨看。	004	麼  試 請 辨 看  
ZH_X67_1304_004:0351a08	舉白水仁禪師上堂云。老僧不欲向聲前句後鼓	004	舉 白 水 仁 禪 師 上 堂 云  老 僧 不 欲 向 聲 前 句 後 鼓 
ZH_X67_1304_004:0351a09	弄人家男女(此處無金二兩。俗人沽酒三升)。何故。聲且不是聲。色	004	弄 人 家 男 女  此 處 無 金 二 兩  俗 人 沽 酒 三 升   何 故  聲 且 不 是 聲  色 
ZH_X67_1304_004:0351a10	且不是色(飜裩倒袴任汝裁劃)。時有僧問。如何是聲不是聲	004	且 不 是 色  飜 裩 倒 袴 任 汝 裁 劃   時 有 僧 問  如 何 是 聲 不 是 聲 
ZH_X67_1304_004:0351a11	(莫是聾麼)。水云喚作色得麼(多虛不如少實)。僧云如何是色不	004	 莫 是 聾 麼   水 云 喚 作 色 得 麼  多 虛 不 如 少 實   僧 云 如 何 是 色 不 
ZH_X67_1304_004:0351a12	是色(莫是瞎麼)。水云喚作聲得麼(巧說不如直道)。水復云。且道	004	是 色  莫 是 瞎 麼   水 云 喚 作 聲 得 麼  巧 說 不 如 直 道   水 復 云  且 道 
ZH_X67_1304_004:0351a13	對闍黎話。為闍黎說(老老大大。顛言倒語)。若向這裏會得。許	004	對 闍 黎 話  為 闍 黎 說  老 老 大 大  顛 言 倒 語   若 向 這 裏 會 得  許 
ZH_X67_1304_004:0351a14	你有個入路(和尚還曾出麼)。	004	你 有 個 入 路  和 尚 還 曾 出 麼   
ZH_X67_1304_004:0351a15	師云。溈山一日餧鵶生飯。回頭見仰山曰。今日為伊	004	師 云  溈 山 一 日 餧 鵶 生 飯  回 頭 見 仰 山 曰  今 日 為 伊 
ZH_X67_1304_004:0351a16	上堂一上。仰云某甲隨例得聞。曰聞底事作麼生。云	004	上 堂 一 上  仰 云 某 甲 隨 例 得 聞  曰 聞 底 事 作 麼 生  云 
ZH_X67_1304_004:0351a17	鵶作鵶鳴雀作雀噪。曰爭奈聲色何。云和尚適來道	004	鵶 作 鵶 鳴 雀 作 雀 噪  曰 爭 奈 聲 色 何  云 和 尚 適 來 道 
ZH_X67_1304_004:0351a18	甚麼。曰我道為伊上堂一上。云為甚麼喚作聲色。曰	004	甚 麼  曰 我 道 為 伊 上 堂 一 上  云 為 甚 麼 喚 作 聲 色  曰 
ZH_X67_1304_004:0351a19	雖然如是。驗過也無妨。云大事因緣又作麼生驗。溈	004	雖 然 如 是  驗 過 也 無 妨  云 大 事 因 緣 又 作 麼 生 驗  溈 
ZH_X67_1304_004:0351a20	竪起拳云終是指東畫西。曰汝適來問甚麼。云問和	004	竪 起 拳 云 終 是 指 東 畫 西  曰 汝 適 來 問 甚 麼  云 問 和 
ZH_X67_1304_004:0351a21	尚大事因緣。曰為甚麼喚作指東畫西。云為著聲色	004	尚 大 事 因 緣  曰 為 甚 麼 喚 作 指 東 畫 西  云 為 著 聲 色 
ZH_X67_1304_004:0351a22	故某甲所以問過。曰並未曉了此事。云和尚得曉了	004	故 某 甲 所 以 問 過  曰 並 未 曉 了 此 事  云 和 尚 得 曉 了 
ZH_X67_1304_004:0351a23	此事。曰寂子聲色老僧東西。云一月千江體不分水。	004	此 事  曰 寂 子 聲 色 老 僧 東 西  云 一 月 千 江 體 不 分 水  
ZH_X67_1304_004:0351a24	曰應須恁麼始得。云如金與金終無異色豈有異名。	004	曰 應 須 恁 麼 始 得  云 如 金 與 金 終 無 異 色 豈 有 異 名  
ZH_X67_1304_004:0351b01	曰作麼生是無異名底道理。云瓶盤釵釧劵盂盆。云。	004	曰 作 麼 生 是 無 異 名 底 道 理  云 瓶 盤 釵 釧 劵 盂 盆  云  
ZH_X67_1304_004:0351b02	寂子說禪如獅子吼。驚散狐狼野干之属。林泉道。父	004	寂 子 說 禪 如 獅 子 吼  驚 散 狐 狼 野 干 之 属  林 泉 道  父 
ZH_X67_1304_004:0351b03	聞子徤恨不殺身。想來肐膞豈肯外屈。只如仰山聲	004	聞 子 徤 恨 不 殺 身  想 來 肐 膞 豈 肯 外 屈  只 如 仰 山 聲 
ZH_X67_1304_004:0351b04	色與踈山聲色是同是別。一法雖無異。三人乃見差。	004	色 與 踈 山 聲 色 是 同 是 別  一 法 雖 無 異  三 人 乃 見 差  
ZH_X67_1304_004:0351b05	溈仰酬酢廝殺無過父子兵。踈山這僧一言道斷處。	004	溈 仰 酬 酢 廝 殺 無 過 父 子 兵  踈 山 這 僧 一 言 道 斷 處  
ZH_X67_1304_004:0351b06	千古意分明。為人手段盡在於斯。更看丹霞盡情出	004	千 古 意 分 明  為 人 手 段 盡 在 於 斯  更 看 丹 霞 盡 情 出 
ZH_X67_1304_004:0351b07	理。頌曰。	004	理  頌 曰  
ZH_X67_1304_004:0351b08	色自色兮聲自聲(要不悶守本分)。新鶯啼處柳烟輕(一併拈出)。	004	色 自 色 兮 聲 自 聲  要 不 悶 守 本 分   新 鶯 啼 處 柳 烟 輕  一 併 拈 出   
ZH_X67_1304_004:0351b09	門門有路通京國(七通八達)。三島斜橫海月明(一心不生萬法	004	門 門 有 路 通 京 國  七 通 八 達   三 島 斜 橫 海 月 明  一 心 不 生 萬 法 
ZH_X67_1304_004:0351b10	無咎)。	004	無 咎   
ZH_X67_1304_004:0351b11	師舉三平頌云。祇此見聞非見聞。更無聲色可呈君。	004	師 舉 三 平 頌 云  祇 此 見 聞 非 見 聞  更 無 聲 色 可 呈 君  
ZH_X67_1304_004:0351b12	箇中若了全無事。體用何妨分不分。恁麼看來。新鶯	004	箇 中 若 了 全 無 事  體 用 何 妨 分 不 分  恁 麼 看 來  新 鶯 
ZH_X67_1304_004:0351b13	啼處任喉舌巧轉笙篁。嫩柳搖時儘烟靄輕籠翡翠。	004	啼 處 任 喉 舌 巧 轉 笙 篁  嫩 柳 搖 時 儘 烟 靄 輕 籠 翡 翠  
ZH_X67_1304_004:0351b14	楞嚴經云。見聞如幻翳。三界若空花。聞復翳根除。塵	004	楞 嚴 經 云  見 聞 如 幻 翳  三 界 若 空 花  聞 復 翳 根 除  塵 
ZH_X67_1304_004:0351b15	消覺圓淨。會至於此。門門有路。家家門外透長安。件	004	消 覺 圓 淨  會 至 於 此  門 門 有 路  家 家 門 外 透 長 安  件 
ZH_X67_1304_004:0351b16	件無私。處處綠楊堪繫馬。論甚十洲三島四海五湖。	004	件 無 私  處 處 綠 楊 堪 繫 馬  論 甚 十 洲 三 島 四 海 五 湖  
ZH_X67_1304_004:0351b17	橫片月於晴空。攢三星於秋月。直得心心無間念念	004	橫 片 月 於 晴 空  攢 三 星 於 秋 月  直 得 心 心 無 間 念 念 
ZH_X67_1304_004:0351b18	無差。若色若聲盡聞盡見。似電光石火兔角龜毛。畢	004	無 差  若 色 若 聲 盡 聞 盡 見  似 電 光 石 火 兔 角 龜 毛  畢 
ZH_X67_1304_004:0351b19	竟待干他甚事。何也。司空見慣。應為尋常。	004	竟 待 干 他 甚 事  何 也  司 空 見 慣  應 為 尋 常  
ZH_X67_1304_004:0351b20	第五十二則　白馬法身(法身)	004	第 五 十 二 則  白 馬 法 身  法 身  
ZH_X67_1304_004:0351b21	示眾云。北斗似杓。南斗似瓢。任伊斟酌。暖日涼飈。冬	004	示 眾 云  北 斗 似 杓  南 斗 似 瓢  任 伊 斟 酌  暖 日 涼 飈  冬 
ZH_X67_1304_004:0351b22	至寒食一百五。須知節氣不相饒。到此莫有解吞吐	004	至 寒 食 一 百 五  須 知 節 氣 不 相 饒  到 此 莫 有 解 吞 吐 
ZH_X67_1304_004:0351b23	者麼。	004	者 麼  
ZH_X67_1304_004:0351b24	舉僧問洛京白馬儒禪師。如何是法身向上事(高高	004	舉 僧 問 洛 京 白 馬 儒 禪 師  如 何 是 法 身 向 上 事  高 高 
ZH_X67_1304_004:0351c01	標不出)。儒云井底蝦蟆吞却月(非思量處。識情難測)。	004	標 不 出   儒 云 井 底 蝦 蟆 吞 却 月  非 思 量 處  識 情 難 測   
ZH_X67_1304_004:0351c02	師舉踈山問溈山云。法身之理。理絕玄微。不奪是非	004	師 舉 踈 山 問 溈 山 云  法 身 之 理  理 絕 玄 微  不 奪 是 非 
ZH_X67_1304_004:0351c03	之境。猶是法身邊事。如何是法身向上事。溈舉起拂	004	之 境  猶 是 法 身 邊 事  如 何 是 法 身 向 上 事  溈 舉 起 拂 
ZH_X67_1304_004:0351c04	子。踈云此猶是法身邊事。溈曰如何是法身向上事。	004	子  踈 云 此 猶 是 法 身 邊 事  溈 曰 如 何 是 法 身 向 上 事  
ZH_X67_1304_004:0351c05	踈奪拂子摺折擲向地上便歸眾。溈曰。龍蛇易辨。衲	004	踈 奪 拂 子 摺 折 擲 向 地 上 便 歸 眾  溈 曰  龍 蛇 易 辨  衲 
ZH_X67_1304_004:0351c06	子難謾。林泉道。知音方委悉。僧問黃龍。如何是井底	004	子 難 謾  林 泉 道  知 音 方 委 悉  僧 問 黃 龍  如 何 是 井 底 
ZH_X67_1304_004:0351c07	蝦蟆吞却月。龍曰不奈何。僧云恁麼則吞却去也。龍	004	蝦 蟆 吞 却 月  龍 曰 不 奈 何  僧 云 恁 麼 則 吞 却 去 也  龍 
ZH_X67_1304_004:0351c08	曰一任吞。僧云吞後如何。曰好蝦蟆。林泉道。莫向言	004	曰 一 任 吞  僧 云 吞 後 如 何  曰 好 蝦 蟆  林 泉 道  莫 向 言 
ZH_X67_1304_004:0351c09	中取則。直須句外明宗。若肯恁麼會去。方知無說說。	004	中 取 則  直 須 句 外 明 宗  若 肯 恁 麼 會 去  方 知 無 說 說  
ZH_X67_1304_004:0351c10	始信不聞聞。所以杜順和尚亦有頌曰。懷州牛喫禾。	004	始 信 不 聞 聞  所 以 杜 順 和 尚 亦 有 頌 曰  懷 州 牛 喫 禾  
ZH_X67_1304_004:0351c11	益州馬腹脹。天下覓醫人。灸猪左膞上。汝等諸人稍	004	益 州 馬 腹 脹  天 下 覓 醫 人  灸 猪 左 膞 上  汝 等 諸 人 稍 
ZH_X67_1304_004:0351c12	知痛痒。必不倚官挾勢番悔藥錢。何也。近日王令稍	004	知 痛 痒  必 不 倚 官 挾 勢 番 悔 藥 錢  何 也  近 日 王 令 稍 
ZH_X67_1304_004:0351c13	嚴。誰敢妄傳消息。頌曰。	004	嚴  誰 敢 妄 傳 消 息  頌 曰  
ZH_X67_1304_004:0351c14	九重深密視聽難(端拱無為)。玉殿瓊樓宿霧攢(仰望不及)。爕	004	九 重 深 密 視 聽 難  端 拱 無 為   玉 殿 瓊 樓 宿 霧 攢  仰 望 不 及   爕 
ZH_X67_1304_004:0351c15	理盡歸臣相事(須假傍來)。輪王不戴寶花冠(天然尊貴)。	004	理 盡 歸 臣 相 事  須 假 傍 來   輪 王 不 戴 寶 花 冠  天 然 尊 貴   
ZH_X67_1304_004:0351c16	師云。八識心王號至尊。四臣不昧理乾坤。法身向上	004	師 云  八 識 心 王 號 至 尊  四 臣 不 昧 理 乾 坤  法 身 向 上 
ZH_X67_1304_004:0351c17	無餘地。枉近重圍望五門。既九重深密。必視聽應難。	004	無 餘 地  枉 近 重 圍 望 五 門  既 九 重 深 密  必 視 聽 應 難  
ZH_X67_1304_004:0351c18	故經云。若以色見我。以音聲求我。是人行邪道。不能	004	故 經 云  若 以 色 見 我  以 音 聲 求 我  是 人 行 邪 道  不 能 
ZH_X67_1304_004:0351c19	見如來。所以玉殿瓊樓攢濛濛之宿霧。龍庭鳳闕生	004	見 如 來  所 以 玉 殿 瓊 樓 攢 濛 濛 之 宿 霧  龍 庭 鳳 闕 生 
ZH_X67_1304_004:0351c20	裊裊之祥烟。洞山道。夜明簾外古鏡徒輝。空王殿中	004	裊 裊 之 祥 烟  洞 山 道  夜 明 簾 外 古 鏡 徒 輝  空 王 殿 中 
ZH_X67_1304_004:0351c21	千光那照。垂衣至治拱密威嚴。皇化無為理當朝賀。	004	千 光 那 照  垂 衣 至 治 拱 密 威 嚴  皇 化 無 為 理 當 朝 賀  
ZH_X67_1304_004:0351c22	內紹外紹須明劫外今時。念茲在茲休背這邊那畔。	004	內 紹 外 紹 須 明 劫 外 今 時  念 茲 在 茲 休 背 這 邊 那 畔  
ZH_X67_1304_004:0351c23	調停鼎鼐爕理陽陰。儻能我國晏然。自是心城寧謐。	004	調 停 鼎 鼐 爕 理 陽 陰  儻 能 我 國 晏 然  自 是 心 城 寧 謐  
ZH_X67_1304_004:0351c24	輪王何必戴七寶之花冠。冢宰應須酬一人之寶位。	004	輪 王 何 必 戴 七 寶 之 花 冠  冢 宰 應 須 酬 一 人 之 寶 位  
ZH_X67_1304_004:0352a01	恁麼奉重。少分相應。幸勿時中辜恩負德。還能盡忠	004	恁 麼 奉 重  少 分 相 應  幸 勿 時 中 辜 恩 負 德  還 能 盡 忠 
ZH_X67_1304_004:0352a02	盡孝依而行之麼。但辦肯心。必不相賺。	004	盡 孝 依 而 行 之 麼  但 辦 肯 心  必 不 相 賺  
ZH_X67_1304_004:0352a03	第五十三則　九峰舉一(示眾)	004	第 五 十 三 則  九 峰 舉 一  示 眾  
ZH_X67_1304_004:0352a04	示眾云。恰待南山起雲。却早北山下雨。捉住東海鯉	004	示 眾 云  恰 待 南 山 起 雲  却 早 北 山 下 雨  捉 住 東 海 鯉 
ZH_X67_1304_004:0352a05	魚。走了西巖猛虎。有敢當賭者麼。	004	魚  走 了 西 巖 猛 虎  有 敢 當 賭 者 麼  
ZH_X67_1304_004:0352a06	舉九峰虔禪師示眾云。舉一不得。舉二放過。一著	004	舉 九 峰 虔 禪 師 示 眾 云  舉 一 不 得  舉 二 放 過  一 著 
ZH_X67_1304_004:0352a07	落在第二(將謂狐鬚赤)。雲門出眾云。昨日有人從天台	004	落 在 第 二  將 謂 狐 鬚 赤   雲 門 出 眾 云  昨 日 有 人 從 天 台 
ZH_X67_1304_004:0352a08	來。却往徑山去(更有赤鬚狐)。峰云來日不得普請。便下	004	來  却 往 徑 山 去  更 有 赤 鬚 狐   峰 云 來 日 不 得 普 請  便 下 
ZH_X67_1304_004:0352a09	座(姦不廝謾。壯不廝欺)。	004	座  姦 不 廝 謾  壯 不 廝 欺   
ZH_X67_1304_004:0352a10	師云。普慧雲興。百問脫脫而出自胸中。普賢瓶瀉。千	004	師 云  普 慧 雲 興  百 問 脫 脫 而 出 自 胸 中  普 賢 瓶 瀉  千 
ZH_X67_1304_004:0352a11	酬滾滾而演於舌上。凡愚莫並。今古無儔。不意像季	004	酬 滾 滾 而 演 於 舌 上  凡 愚 莫 並  今 古 無 儔  不 意 像 季 
ZH_X67_1304_004:0352a12	以來英傑間出。於問答之際切瑳其間。越凡情超聖	004	以 來 英 傑 間 出  於 問 答 之 際 切 瑳 其 間  越 凡 情 超 聖 
ZH_X67_1304_004:0352a13	解。沒窠臼絕滲漏。短小明白者無如乾峰雲門而已	004	解  沒 窠 臼 絕 滲 漏  短 小 明 白 者 無 如 乾 峰 雲 門 而 已 
ZH_X67_1304_004:0352a14	哉。此則公案非九峰虔禪師示眾之語。乃洞山法嗣	004	哉  此 則 公 案 非 九 峰 虔 禪 師 示 眾 之 語  乃 洞 山 法 嗣 
ZH_X67_1304_004:0352a15	越州乾峰和尚之語也。峰一日上堂云。法身有三種	004	越 州 乾 峰 和 尚 之 語 也  峰 一 日 上 堂 云  法 身 有 三 種 
ZH_X67_1304_004:0352a16	病二種光。須是一一透得。始解歸家穩坐。須知更有	004	病 二 種 光  須 是 一 一 透 得  始 解 歸 家 穩 坐  須 知 更 有 
ZH_X67_1304_004:0352a17	向上一竅。雲門出問。庵內人為甚麼不知庵外事。峰	004	向 上 一 竅  雲 門 出 問  庵 內 人 為 甚 麼 不 知 庵 外 事  峰 
ZH_X67_1304_004:0352a18	呵呵大笑。門曰猶是學人疑處。峰云子是甚麼心行。	004	呵 呵 大 笑  門 曰 猶 是 學 人 疑 處  峰 云 子 是 甚 麼 心 行  
ZH_X67_1304_004:0352a19	門曰也要和尚相委。峰云直須與麼始解穩坐。門應	004	門 曰 也 要 和 尚 相 委  峰 云 直 須 與 麼 始 解 穩 坐  門 應 
ZH_X67_1304_004:0352a20	喏喏。又一日上堂云。舉一不得。舉二放過。一著落在	004	喏 喏  又 一 日 上 堂 云  舉 一 不 得  舉 二 放 過  一 著 落 在 
ZH_X67_1304_004:0352a21	第二。雲門出眾云。昨日有人從天台來。却往徑山去。	004	第 二  雲 門 出 眾 云  昨 日 有 人 從 天 台 來  却 往 徑 山 去  
ZH_X67_1304_004:0352a22	林泉道。無孔笛逢氈拍板。這般曲破少知音。峰云來	004	林 泉 道  無 孔 笛 逢 氈 拍 板  這 般 曲 破 少 知 音  峰 云 來 
ZH_X67_1304_004:0352a23	日不得普請便下座。林泉道。得法旨。雲門於禪悅中	004	日 不 得 普 請 便 下 座  林 泉 道  得 法 旨  雲 門 於 禪 悅 中 
ZH_X67_1304_004:0352a24	得大自在遊戲三昧。未必不由乾峰．睦州切瑳琢磨	004	得 大 自 在 遊 戲 三 昧  未 必 不 由 乾 峰  睦 州 切 瑳 琢 磨 
ZH_X67_1304_004:0352b01	之力者邪。只如未開口時還有道得者麼。頌曰。	004	之 力 者 邪  只 如 未 開 口 時 還 有 道 得 者 麼  頌 曰  
ZH_X67_1304_004:0352b02	聲前一句口如眉(言清行濁)。佛祖從來總不知(却最親切)。昨	004	聲 前 一 句 口 如 眉  言 清 行 濁   佛 祖 從 來 總 不 知  却 最 親 切   昨 
ZH_X67_1304_004:0352b03	夜崐崙閑說夢(休寱語)。白頭生得黑頭兒(有甚奇特)。	004	夜 崐 崙 閑 說 夢  休 寱 語   白 頭 生 得 黑 頭 兒  有 甚 奇 特   
ZH_X67_1304_004:0352b04	師云。大辯若訥大智如愚。幾人於此能較錙銖。所以	004	師 云  大 辯 若 訥 大 智 如 愚  幾 人 於 此 能 較 錙 銖  所 以 
ZH_X67_1304_004:0352b05	道有緣不是余朋友。無用雙眉却弟兄。莫道聲前無	004	道 有 緣 不 是 余 朋 友  無 用 雙 眉 却 弟 兄  莫 道 聲 前 無 
ZH_X67_1304_004:0352b06	句。自是闍黎不聞。於此若聞甚生次第。不見道萬籟	004	句  自 是 闍 黎 不 聞  於 此 若 聞 甚 生 次 第  不 見 道 萬 籟 
