segmentnr	original	analyzed	translated
['ZH_T27_1545_005:0021b29_9', 'ZH_T27_1545_005:0021b29_14', 'ZH_T27_1545_005:0021c01_2']	謂從高趣下。🔽或如有人。🔽從屋𣖷墮。	謂從高趣下。 或如有人。 從屋𣖷墮。	Refers to going from high to low. The one who crosses the abyss🔽Refers to going from deep to shallow. The one who crosses the pit🔽Refers to going from the edge to the center. The one who crosses the house🔽Refers to going from the roof to the ground. The one who crosses the tree
['ZH_T27_1545_005:0021c01_7', 'ZH_T27_1545_005:0021c01_12']	未至地頃。🔽便起是心。	未至地頃。 便起是心。	Refers to going from the top to the bottom. The one who crosses the wall
['ZH_T27_1545_005:0021c02_3', 'ZH_T27_1545_005:0021c02_12', 'ZH_T27_1545_005:0021c02_17', 'ZH_T27_1545_005:0021c03_4']	我當騰踴却還本處。🔽彼如意不無如是事。🔽假使彼人。🔽或以神力。	我當騰踴却還本處。 彼如意不無如是事。 假使彼人。 或以神力。	Refers to going from the top to the bottom. The one who crosses the fence🔽Refers to going from the top to the bottom. The one who crosses the moat
['ZH_T27_1545_005:0021c03_9', 'ZH_T27_1545_005:0021c03_14']	或以呪術。🔽或以藥物。	或以呪術。 或以藥物。	Refers to going from the top to the bottom. The one who crosses the ditch
['ZH_T27_1545_005:0021c03_19', 'ZH_T27_1545_005:0021c04_4', 'ZH_T27_1545_005:0021c04_11']	還至本處。🔽可有是事。🔽然從世第一法。	還至本處。 可有是事。 然從世第一法。	Refers to going from the top to the bottom. The one who crosses the pit🔽Refers to going from the top to the bottom. The one who crosses the pit🔽Refers to going from the top to the bottom. The one who crosses the pit
['ZH_T27_1545_005:0021c04_18']	未至苦法智忍。	未至苦法智忍。	Refers to going from the top to the bottom. The one who crosses the pit🔽Refers to going from the top to the bottom. The one who crosses the pit🔽Refers to going from the top to the bottom. The one who crosses the pit🔽Refers to going from the top to the bottom. The one who crosses the pit🔽Refers to going from the top to the bottom. The one who crosses the pit🔽Refers to going from the top to the bottom. The one who crosses the pit🔽Refers to going from the top to the bottom. The one who crosses the pit🔽Refers to going from the top to the bottom. The one who crosses the pit🔽Refers to going from the top to the bottom. The one who crosses the pit🔽Refers to going from the top to the bottom. The one who crosses the pit🔽Refers to going from the top to the bottom. The one who crosses the pit
['ZH_T27_1545_005:0021c05_8']	中間能起不相似心。	中間能起不相似心。	In the middle, one can give rise to dissimilar minds.
['ZH_T27_1545_005:0021c05_17']	令不得入聖諦現觀。	令不得入聖諦現觀。	Causing one to be unable to enter into the direct realization of the noble truths.
['ZH_T27_1545_005:0021c06_4']	無有是處。	無有是處。	This is impossible.
['ZH_T27_1545_005:0021c06_13']	為令此義轉得明了。	為令此義轉得明了。	In order to make this meaning even clearer,
['ZH_T27_1545_005:0021c07_4']	故今復舉第二現喻。	故今復舉第二現喻。	Now, a second present analogy is given.
['ZH_T27_1545_005:0021c07_9']	如贍部洲。	如贍部洲。	Like in Jambudvīpa,
['ZH_T27_1545_005:0021c07_14']	有五大河。	有五大河。	There are five great rivers.
['ZH_T27_1545_005:0021c07_19']	一名殑伽。	一名殑伽。	The first is called Gaṅgā.
['ZH_T27_1545_005:0021c08_5']	二名閻母那。	二名閻母那。	The second is called Yamunā.
['ZH_T27_1545_005:0021c08_11']	三名薩落瑜。	三名薩落瑜。	The third is called Śatadru.
['ZH_T27_1545_005:0021c09_5']	四名阿氏羅筏底五名莫醯。	四名阿氏羅筏底五名莫醯。	The fourth is called Aciravatī. The fifth is called Mahī.
['ZH_T27_1545_005:0021c09_10', 'ZH_T27_1545_005:0021c09_15', 'ZH_T27_1545_005:0021c10_1']	如是五河。🔽隨順大海。🔽趣向大海。	如是五河。 隨順大海。 趣向大海。	These five rivers,🔽In accordance with the great ocean,🔽Head towards the great ocean.
['ZH_T27_1545_005:0021c10_6']	臨入大海。	臨入大海。	On the verge of entering the great ocean,
['ZH_T27_1545_005:0021c10_13']	中間無能迴轉。	中間無能迴轉。	In the middle, there is no way to turn back.
['ZH_T27_1545_005:0021c11_2']	彼流還至本處。	彼流還至本處。	Those currents cannot return to their original places,
['ZH_T27_1545_005:0021c11_7']	或往餘處。	或往餘處。	Or go to other places.
['ZH_T27_1545_005:0021c11_16']	彼決定能流入大海。	彼決定能流入大海。	They are certain to flow into the great ocean.
['ZH_T27_1545_005:0021c12_2']	世第一法。	世第一法。	The supreme worldly dharmas,
['ZH_T27_1545_005:0021c12_7', 'ZH_T27_1545_005:0021c12_11']	亦復如是。🔽隨順諦。	亦復如是。 隨順諦。	Are also like this.🔽In accordance with the truths,
['ZH_T27_1545_005:0021c12_15']	趣向諦。	趣向諦。	Head towards the truths,
['ZH_T27_1545_005:0021c12_19']	臨入諦。	臨入諦。	On the verge of entering the truths,
['ZH_T27_1545_005:0021c13_4', 'ZH_T27_1545_005:0021c13_13']	彼此中間。🔽無容得起不相似心。	彼此中間。 無容得起不相似心。	In the middle of this,🔽There is no way to give rise to dissimilar minds,
['ZH_T27_1545_005:0021c14_5']	令不得入聖諦現觀。	令不得入聖諦現觀。	Causing one to be unable to enter into the direct realization of the noble truths.
['ZH_T27_1545_005:0021c14_11']	問前喻今喻。	問前喻今喻。	Question: The previous analogy and the present analogy.
['ZH_T27_1545_005:0021c14_16', 'ZH_T27_1545_005:0021c15_2']	有何差別。🔽又前於義。	有何差別。 又前於義。	Question: What is the difference between the previous metaphor and the present metaphor?
['ZH_T27_1545_005:0021c15_15']	有何不盡而更須說第二喻耶。	有何不盡而更須說第二喻耶。	Moreover, what is incomplete in the meaning of the previous [metaphor] that requires the explanation of a second metaphor?
['ZH_T27_1545_005:0021c16_1']	有說。	有說。	Some say:
['ZH_T27_1545_005:0021c16_8']	二喻於義無別。	二喻於義無別。	The two metaphors have no difference in meaning.
['ZH_T27_1545_005:0021c17_3']	欲令前喻所顯義理轉復增明。	欲令前喻所顯義理轉復增明。	In order to make the meaning revealed by the previous metaphor even more clear,
['ZH_T27_1545_005:0021c17_8']	故說今喻。	故說今喻。	The present metaphor is explained.
['ZH_T27_1545_005:0021c17_11']	有說。	有說。	Some say:
['ZH_T27_1545_005:0021c17_18']	二喻亦有差別。	二喻亦有差別。	The two metaphors also have differences.
['ZH_T27_1545_005:0021c18_7']	前喻為遮不如理事。	前喻為遮不如理事。	The previous metaphor is to prevent non-corresponding principles,
['ZH_T27_1545_005:0021c18_16']	後喻為顯如理事故。	後喻為顯如理事故。	While the later metaphor is to reveal corresponding principles and events.
['ZH_T27_1545_005:0021c20_2']	復次前以內分具足為喻後以外分具足為喻。	復次前以內分具足為喻後以外分具足為喻。	Moreover, the previous metaphor uses the perfection of internal divisions as a metaphor, while the later metaphor uses the perfection of external divisions as a metaphor.
['ZH_T27_1545_005:0021c20_13']	復次前喻為止內分留難。	復次前喻為止內分留難。	Moreover, the previous metaphor is to stop the difficulties of internal divisions,
['ZH_T27_1545_005:0021c21_4']	後喻為止外分留難。	後喻為止外分留難。	While the later metaphor is to stop the difficulties of external divisions.
['ZH_T27_1545_005:0021c21_13']	如五大河流入大海。	如五大河流入大海。	Just as the five great rivers enter the great ocean,
['ZH_T27_1545_005:0021c22_12']	無能迴彼還至本處謂令還入無熱惱池。	無能迴彼還至本處謂令還入無熱惱池。	There is no way to turn them back to their original places, meaning to make them return to the Anavatapta Lake.
['ZH_T27_1545_005:0021c23_4']	無能轉彼往趣餘處。	無能轉彼往趣餘處。	There is no way to turn them to go elsewhere,
['ZH_T27_1545_005:0021c23_13']	謂使傍流或左或右。	謂使傍流或左或右。	Meaning to make them flow sideways, either to the left or the right.
['ZH_T27_1545_005:0021c24_3']	前喻迴轉准此應知。	前喻迴轉准此應知。	The turning back of the previous metaphor should be understood in accordance with this.
['ZH_T27_1545_005:0021c24_12']	彼五大河未入海頃。	彼五大河未入海頃。	Before those five great rivers enter the ocean,
['ZH_T27_1545_005:0021c25_3']	頗有能令不入海不。	頗有能令不入海不。	can they be prevented from entering the ocean?
['ZH_T27_1545_005:0021c25_8']	無如是事。	無如是事。	There is no such thing.
['ZH_T27_1545_005:0021c25_13', 'ZH_T27_1545_005:0021c25_18']	假使有人。🔽或以神力。	假使有人。 或以神力。	Suppose there is a person,🔽either by supernatural power,
['ZH_T27_1545_005:0021c26_4']	或以呪術。	或以呪術。	or by spells,
['ZH_T27_1545_005:0021c26_9']	或以藥物。	或以藥物。	or by drugs,
['ZH_T27_1545_005:0021c26_14']	令至本處。	令至本處。	to return to their original place,
['ZH_T27_1545_005:0021c27_1']	可有是事。	可有是事。	is this possible?
['ZH_T27_1545_005:0021c27_7']	然世第一法。	然世第一法。	However, the supreme worldly dharmas,
['ZH_T27_1545_005:0021c27_14']	未至苦法智忍。	未至苦法智忍。	before the acceptance of the knowledge of the law in regard to suffering,
['ZH_T27_1545_005:0021c28_4']	中間能起不相似心。	中間能起不相似心。	in the meantime, can arouse dissimilar minds,
['ZH_T27_1545_005:0021c28_13']	令不得入聖諦現觀。	令不得入聖諦現觀。	preventing them from entering the direct realization of the noble truths,
['ZH_T27_1545_005:0021c29_1']	無有是處。	無有是處。	there is no such thing.
['ZH_T27_1545_005:0021c29_10']	尊者造此發智論時。	尊者造此發智論時。	When the Venerable One composed this Abhidharma treatise,
['ZH_T27_1545_005:0021c29_15']	住在東方。	住在東方。	he was staying in the East,
['ZH_T27_1545_005:0022a01_2']	故引東方。	故引東方。	therefore he cited the East,
['ZH_T27_1545_005:0022a01_7']	共所現見。	共所現見。	which is commonly seen,
['ZH_T27_1545_005:0022a01_12']	五河為喻。	五河為喻。	using the five rivers as a metaphor.
['ZH_T27_1545_005:0022a02_2']	而實於此贍部洲中。	而實於此贍部洲中。	In reality, in this Jambudvīpa,
['ZH_T27_1545_005:0022a02_11']	有四大河眷屬各四。	有四大河眷屬各四。	there are four great rivers, each with four tributaries,
['ZH_T27_1545_005:0022a03_2']	隨其方面流趣大海。	隨其方面流趣大海。	flowing in the direction of the great ocean.
['ZH_T27_1545_005:0022a03_11']	謂即於此贍部洲中。	謂即於此贍部洲中。	That is to say, in this Jambudvīpa,
['ZH_T27_1545_005:0022a04_2']	有一大池名無熱惱。	有一大池名無熱惱。	there is a large pond called Anavatapta.
['ZH_T27_1545_005:0022a04_11']	初但從彼出四大河。	初但從彼出四大河。	At first, it only gives rise to the four great rivers,
['ZH_T27_1545_005:0022a04_16']	一名殑伽。	一名殑伽。	The first is called Ganges.
['ZH_T27_1545_005:0022a05_10']	二名信度三名縛芻四名私多。	二名信度三名縛芻四名私多。	The second is called Sindhu, the third is called Vakshu, and the fourth is called Sita.
['ZH_T27_1545_005:0022a05_15']	初殑伽河。	初殑伽河。	The first Ganges River.
['ZH_T27_1545_005:0022a06_15']	從池東面金象口出右遶池一匝流入東海。	從池東面金象口出右遶池一匝流入東海。	Emerges from the mouth of a golden elephant on the east side of the pond, circles the pond clockwise once, and flows into the East Sea.
['ZH_T27_1545_005:0022a07_3']	次信度河。	次信度河。	Next, the Sindhu River.
['ZH_T27_1545_005:0022a07_12']	從池南面銀牛口出。	從池南面銀牛口出。	Emerges from the mouth of a silver ox on the south side of the pond.
['ZH_T27_1545_005:0022a08_4']	右遶池一匝流入南海。	右遶池一匝流入南海。	Circling the pond clockwise once, it flows into the South Sea.
['ZH_T27_1545_005:0022a08_9']	次縛芻河。	次縛芻河。	Next, the Vakshu River.
['ZH_T27_1545_005:0022a09_2']	從池西面吠琉璃馬口出。	從池西面吠琉璃馬口出。	Emerges from the mouth of a horse made of lapis lazuli on the west side of the pond.
['ZH_T27_1545_005:0022a09_12']	右遶池一匝流入西海。	右遶池一匝流入西海。	Circling the pond clockwise once, it flows into the West Sea.
['ZH_T27_1545_005:0022a09_17']	後私多河。	後私多河。	Later, the Sita River.
['ZH_T27_1545_005:0022a10_10']	從池北面頗胝迦師子口出。	從池北面頗胝迦師子口出。	Emerges from the mouth of a lion made of crystal on the north side of the pond.
['ZH_T27_1545_005:0022a11_2']	右遶池一匝流入北海。	右遶池一匝流入北海。	Circling the pond clockwise once, it flows into the North Sea.
['ZH_T27_1545_005:0022a11_7']	殑伽大河。	殑伽大河。	The Ganges River.
['ZH_T27_1545_005:0022a11_12']	有四眷屬。	有四眷屬。	Has four tributaries.
['ZH_T27_1545_005:0022a11_18']	一名閻母那。	一名閻母那。	The first is called Yamuna.
['ZH_T27_1545_005:0022a12_4']	二名薩落瑜。	二名薩落瑜。	The second is called Sarayu.
['ZH_T27_1545_005:0022a12_16']	三名阿氏羅筏底四名莫醯。	三名阿氏羅筏底四名莫醯。	The third is called Aciravatī, and the fourth is called Mahī.
['ZH_T27_1545_005:0022a13_3']	信度大河。	信度大河。	The Sindhu River.
['ZH_T27_1545_005:0022a13_8']	有四眷屬。	有四眷屬。	Has four tributaries.
['ZH_T27_1545_005:0022a13_14']	一名毘𮆎奢。	一名毘𮆎奢。	The first is called Vipaśā.
['ZH_T27_1545_005:0022a14_2']	二名藹羅筏底。	二名藹羅筏底。	The second is called Aciravatī.
['ZH_T27_1545_005:0022a14_9']	三名設呾荼盧。	三名設呾荼盧。	The third is called Śītā.
['ZH_T27_1545_005:0022a14_16']	四名毘呾婆多。	四名毘呾婆多。	The fourth is called Vipulā.
['ZH_T27_1545_005:0022a15_2']	縛芻大河。	縛芻大河。	The Bāhudā river.
['ZH_T27_1545_005:0022a15_7']	有四眷屬。	有四眷屬。	Has four tributaries.
['ZH_T27_1545_005:0022a15_13']	一名筏刺弩。	一名筏刺弩。	The first is called Vālukā.
['ZH_T27_1545_005:0022a16_1']	二名吠呾刺尼。	二名吠呾刺尼。	The second is called Vaitaraṇī.
['ZH_T27_1545_005:0022a16_6']	三名防奢。	三名防奢。	The third is called Pāṇḍu.
['ZH_T27_1545_005:0022a16_12']	四名屈惷婆。	四名屈惷婆。	The fourth is called Kuṭuṃba.
['ZH_T27_1545_005:0022a16_17']	私多大河。	私多大河。	The Siṃha river.
['ZH_T27_1545_005:0022a17_2']	有四眷屬。	有四眷屬。	Has four tributaries.
['ZH_T27_1545_005:0022a17_7']	一名薩梨。	一名薩梨。	The first is called Śālī.
['ZH_T27_1545_005:0022a17_12']	二名避魔。	二名避魔。	The second is called Māravibhā.
['ZH_T27_1545_005:0022a17_17']	三名捺地。	三名捺地。	The third is called Nadī.
['ZH_T27_1545_005:0022a18_2']	四名電光。	四名電光。	The fourth is called Lightning.
['ZH_T27_1545_005:0022a18_11']	如是且說有大名者。	如是且說有大名者。	This is just mentioning the ones with great names.
['ZH_T27_1545_005:0022a18_16']	然四大河。	然四大河。	However, each of the four great rivers.
['ZH_T27_1545_005:0022a19_6']	一一各有五百眷屬。	一一各有五百眷屬。	Each has five hundred tributaries.
['ZH_T27_1545_005:0022a19_15']	并本合有二千四河。	并本合有二千四河。	Together, there are two thousand four rivers.
['ZH_T27_1545_005:0022a20_6']	隨其方面流趣大海。	隨其方面流趣大海。	Flowing in the direction of the great ocean.
['ZH_T27_1545_005:0022a20_11']	如是所說。	如是所說。	This is what is said.
['ZH_T27_1545_005:0022a21_2']	二千四河未入海頃。	二千四河未入海頃。	Before the two thousand four rivers enter the ocean.
['ZH_T27_1545_005:0022a21_11']	頗有能令不入海不。	頗有能令不入海不。	Is it possible to make them not enter the ocean?
['ZH_T27_1545_005:0022a21_16']	無如是事。	無如是事。	There is no such thing.
['ZH_T27_1545_005:0022a22_3', 'ZH_T27_1545_005:0022a22_8']	假使有人。🔽或以神力。	假使有人。 或以神力。	Suppose there is a person.🔽Either by spiritual power.
['ZH_T27_1545_005:0022a22_13']	或以呪術。	或以呪術。	Or by spells.
['ZH_T27_1545_005:0022a22_18']	廣說乃至。	廣說乃至。	Explained in detail up to...
['ZH_T27_1545_005:0022a23_7', 'ZH_T27_1545_005:0022a23_12']	令不得入聖諦現觀。🔽無有是處。	令不得入聖諦現觀。 無有是處。	It is impossible for them to enter into the direct realization of the noble truths.
['ZH_T27_1545_005:0022a24_6']	復次世第一法。	復次世第一法。	Moreover, the supreme worldly dharmas
['ZH_T27_1545_005:0022a24_17']	與苦法智忍作等無間緣。	與苦法智忍作等無間緣。	serve as the immediately antecedent condition for the receptivity to the knowledge of the factors with regard to suffering.
['ZH_T27_1545_005:0022a25_12']	無有一法速疾迴轉過於心者。	無有一法速疾迴轉過於心者。	There is no dharma that turns more quickly than the mind.
['ZH_T27_1545_005:0022a26_12']	可於爾時能作障礙令不得入聖諦現觀。	可於爾時能作障礙令不得入聖諦現觀。	At that time, it is possible to create obstacles and prevent them from entering into the direct realization of the noble truths.
['ZH_T27_1545_005:0022a27_4']	是故此法決定不退。	是故此法決定不退。	Therefore, these dharmas are definitely not retrogressive.
['ZH_T27_1545_005:0022a27_13']	此中復次難釋如前。	此中復次難釋如前。	The difficulties in this regard are explained as before.
['ZH_T27_1545_005:0022a28_7']	謂此前文但是方便開縱論道。	謂此前文但是方便開縱論道。	That is to say, the previous text is merely a provisional opening of the path of discussion.
['ZH_T27_1545_005:0022a29_3']	今所說者乃是根本遮奪論道故。	今所說者乃是根本遮奪論道故。	What is being said now is the fundamental blocking and refutation of the path of discussion, therefore,
['ZH_T27_1545_005:0022a29_13']	應言復次及如本文說。	應言復次及如本文說。	it should be said next and as explained in the original text.
['ZH_T27_1545_005:0022a29_18']	此中意說。	此中意說。	The meaning of this is explained as follows.
['ZH_T27_1545_005:0022b01_4', 'ZH_T27_1545_005:0022b01_10']	世第一法。🔽與苦法智忍。	世第一法。 與苦法智忍。	The supreme worldly dharmas
['ZH_T27_1545_005:0022b01_16']	作等無間緣。	作等無間緣。	serve as the immediately antecedent condition for the receptivity to the knowledge of the factors with regard to suffering.
['ZH_T27_1545_005:0022b02_6']	此正滅位取果與果。	此正滅位取果與果。	At the very moment of cessation, they take effect and give effect.
['ZH_T27_1545_005:0022b02_16']	彼苦法智忍次必現前。	彼苦法智忍次必現前。	That receptivity to the knowledge of the factors with regard to suffering will then definitely appear.
['ZH_T27_1545_005:0022b03_8']	若法與彼法為等無間緣。	若法與彼法為等無間緣。	If a dharma serves as the immediately antecedent condition for that dharma,
['ZH_T27_1545_005:0022b03_17']	正滅位中取果與果。	正滅位中取果與果。	at the very moment of cessation, it takes effect and gives effect.
['ZH_T27_1545_005:0022b04_8']	若法若有情若呪術。	若法若有情若呪術。	whether it be a dharma, a sentient being, a spell,
['ZH_T27_1545_005:0022b04_17']	若藥物若佛若獨覺。	若藥物若佛若獨覺。	a medicine, a Buddha, a pratyekabuddha,
['ZH_T27_1545_005:0022b05_3']	若到彼岸。	若到彼岸。	or a perfections,
['ZH_T27_1545_005:0022b05_8']	諸聲聞等。	諸聲聞等。	all the śrāvakas, etc.,
['ZH_T27_1545_005:0022b05_13']	能作障礙。	能作障礙。	are able to create obstacles
['ZH_T27_1545_005:0022b06_3']	使第二念不現前者。	使第二念不現前者。	and cause the second moment not to appear,
['ZH_T27_1545_005:0022b06_8']	無有是處。	無有是處。	there is no such possibility.
['ZH_T27_1545_005:0022b06_13']	此中所言。	此中所言。	Among what is said here,
['ZH_T27_1545_005:0022b07_8']	無有一法速疾迴轉過於心者。	無有一法速疾迴轉過於心者。	there is not a single dharma that turns back more quickly than the mind.
['ZH_T27_1545_005:0022b08_3']	應知即是苦法智忍相應之心。	應知即是苦法智忍相應之心。	One should know that this is the mind associated with the receptivity to the knowledge of the dharmas pertaining to suffering.
['ZH_T27_1545_005:0022b08_12']	此心必定速疾現前。	此心必定速疾現前。	This mind will definitely appear quickly.
['ZH_T27_1545_005:0022b09_6']	無有餘法速疾迴轉過於此故。	無有餘法速疾迴轉過於此故。	There is no other dharma that turns back more quickly than this.
['ZH_T27_1545_005:0022b09_15']	如世尊說苾芻當知。	如世尊說苾芻當知。	As the World-Honored One said, Bhikṣus, you should know that
['ZH_T27_1545_005:0022b10_11']	我不見一法速疾迴轉猶如心者。	我不見一法速疾迴轉猶如心者。	I do not see a single dharma that turns back more quickly than the mind.
['ZH_T27_1545_005:0022b10_16']	乃至廣說。	乃至廣說。	And so on, in detail.
['ZH_T27_1545_005:0022b11_3']	彼契經文。	彼契經文。	The text of that sūtra
['ZH_T27_1545_005:0022b11_12']	如後定蘊當廣分別。	如後定蘊當廣分別。	will be extensively distinguished later in the定蘊.
['ZH_T27_1545_005:0022b12_7']	以佛說心速疾迴轉過餘法故。	以佛說心速疾迴轉過餘法故。	Because the Buddha said that the mind turns back more quickly than other dharmas,
['ZH_T27_1545_005:0022b12_16']	世第一法無間剎那。	世第一法無間剎那。	immediately after the supreme worldly dharmas,
['ZH_T27_1545_005:0022b13_6']	苦法智忍必現在前。	苦法智忍必現在前。	the receptivity to the knowledge of the dharmas pertaining to suffering will definitely appear.
['ZH_T27_1545_005:0022b13_15']	是故此法決定不退。	是故此法決定不退。	Therefore, this dharma is definitely not regressing.
['ZH_T27_1545_005:0022b14_8']	於此義中復有分別。	於此義中復有分別。	In this meaning, there is further discrimination.
['ZH_T27_1545_005:0022b15_2']	問何緣世第一法定不退耶。	問何緣世第一法定不退耶。	Question: Why is it that the supreme worldly dharmas are definitely not regressing?
['ZH_T27_1545_005:0022b15_9']	答加行廣大故。	答加行廣大故。	Answer: Because the practice is vast,
['ZH_T27_1545_005:0022b15_15']	安足堅牢故。	安足堅牢故。	and because the footing is firm.
['ZH_T27_1545_005:0022b16_1']	加行廣大者。	加行廣大者。	As for the practice being vast,
['ZH_T27_1545_005:0022b16_14']	謂彼所習施戒聞思修所成善。	謂彼所習施戒聞思修所成善。	it refers to the wholesome consisting of giving, morality, hearing, thinking, and cultivation that they cultivate.
['ZH_T27_1545_005:0022b17_8']	悉以迴向解脫涅槃心無所著。	悉以迴向解脫涅槃心無所著。	All of this is dedicated to liberation and nirvana, with a mind free from attachment.
['ZH_T27_1545_005:0022b17_17']	施者即是莊嚴心施。	施者即是莊嚴心施。	Giving is precisely the giving that adorns the mind.
['ZH_T27_1545_005:0022b18_7']	戒者即是別解脫戒。	戒者即是別解脫戒。	Morality is precisely the morality of individual liberation.
['ZH_T27_1545_005:0022b18_12']	聞所成者。	聞所成者。	As for what is accomplished through hearing,
['ZH_T27_1545_005:0022b19_7']	謂於聖教決擇文義思所成者。	謂於聖教決擇文義思所成者。	it refers to the selection of texts and meanings in the holy teachings. As for what is accomplished through thinking,
['ZH_T27_1545_005:0022b19_15']	謂不淨觀持息念。	謂不淨觀持息念。	it refers to the contemplation of impurity, mindfulness of breathing,
['ZH_T27_1545_005:0022b20_5']	念住三義觀七處善。	念住三義觀七處善。	the three meanings of mindfulness, and the seven aspects of goodness.
['ZH_T27_1545_005:0022b20_10']	修所成者。	修所成者。	As for what is accomplished through cultivation,
['ZH_T27_1545_005:0022b20_17']	謂煖頂下中忍。	謂煖頂下中忍。	it refers to the lower, middle, and upper forbearances of heat and peak.
['ZH_T27_1545_005:0022b21_7']	安足堅牢者謂增上忍。	安足堅牢者謂增上忍。	As for the footing being firm, it refers to the supreme forbearance.
['ZH_T27_1545_005:0022b21_13']	由世第一法。	由世第一法。	By means of the supreme worldly dharmas,
['ZH_T27_1545_005:0022b21_18']	加行廣大。	加行廣大。	because the practice is vast,
['ZH_T27_1545_005:0022b22_3']	安足堅牢。	安足堅牢。	and because the footing is firm,
['ZH_T27_1545_005:0022b22_8']	故定不退。	故定不退。	therefore they are definitely not regressing.
['ZH_T27_1545_005:0022b23_5']	復次以此法後總證三界見所斷斷。	復次以此法後總證三界見所斷斷。	Furthermore, after this dharma, one universally realizes the abandonment of the views to be abandoned in the three realms.
['ZH_T27_1545_005:0022b24_1']	非於三界見所斷斷有還退者。	非於三界見所斷斷有還退者。	There is no one who falls back from the abandonment of the views to be abandoned in the three realms.
['ZH_T27_1545_005:0022b24_6']	是故不退。	是故不退。	Therefore, one does not fall back.
['ZH_T27_1545_005:0022b25_7']	復次以此法後總證非想非非想地見所斷斷。	復次以此法後總證非想非非想地見所斷斷。	Furthermore, after this dharma, one universally realizes the abandonment of the views to be abandoned in the sphere of neither-perception-nor-non-perception.
['ZH_T27_1545_005:0022b26_6']	非於非想非非想地見所斷斷有還退者。	非於非想非非想地見所斷斷有還退者。	There is no one who falls back from the abandonment of the views to be abandoned in the sphere of neither-perception-nor-non-perception.
['ZH_T27_1545_005:0022b26_11']	是故不退。	是故不退。	Therefore, one does not fall back.
['ZH_T27_1545_005:0022b27_4']	復次以此法後必起忍智。	復次以此法後必起忍智。	Furthermore, after this dharma, one necessarily gives rise to the acceptance and knowledge.
['ZH_T27_1545_005:0022b27_13']	非於忍智有還退者。	非於忍智有還退者。	There is no one who falls back from the acceptance and knowledge.
['ZH_T27_1545_005:0022b28_1']	是故不退。	是故不退。	Therefore, one does not fall back.
['ZH_T27_1545_005:0022b29_4']	復次以此法後必起見道以為重鎮決定無有退。	復次以此法後必起見道以為重鎮決定無有退。	Furthermore, after this dharma, one necessarily gives rise to the path of seeing as a heavy anchor, and there is definitely no falling back.
['ZH_T27_1545_005:0022b29_12']	見道者是故不退。	見道者是故不退。	Because it is the path of seeing, therefore one does not fall back.
['ZH_T27_1545_005:0022b29_18']	問因論生論。	問因論生論。	A question arises from the discussion:
['ZH_T27_1545_005:0022c01_8']	何緣見道定不退耶。	何緣見道定不退耶。	Why is it that one definitely does not fall back from the path of seeing?
['ZH_T27_1545_005:0022c02_4']	答以彼見道是速疾道無留難道。	答以彼見道是速疾道無留難道。	Answer: Because that path of seeing is a swift path, a path without obstruction,
['ZH_T27_1545_005:0022c02_13']	非中起道是故不退。	非中起道是故不退。	it is not a path that arises in the middle, therefore one does not fall back.
['ZH_T27_1545_005:0022c03_6']	復次以彼行者墮在見道。	復次以彼行者墮在見道。	Furthermore, because that practitioner has fallen into the path of seeing,🔽...
['ZH_T27_1545_005:0022c04_3']	大法駃流為流㵱激無容可退。	大法駃流為流㵱激無容可退。	In the swift current of the great Dharma, there is no room for regression.
['ZH_T27_1545_005:0022c04_12']	其心慢緩方可退故。	其心慢緩方可退故。	Only when the mind is slow and lax can one regress.
['ZH_T27_1545_005:0022c05_11']	如人墮在山谷暴流為流所㵱無得暫住。	如人墮在山谷暴流為流所㵱無得暫住。	Just as a person who has fallen into a mountain valley is swept away by the current and cannot stay still for a moment,
['ZH_T27_1545_005:0022c06_4']	行者亦爾是故不退。	行者亦爾是故不退。	so it is for the practitioner. Therefore, there is no regression.
['ZH_T27_1545_005:0022c06_15']	復次退者多起煩惱現前。	復次退者多起煩惱現前。	Furthermore, one who regresses often gives rise to afflictions that manifest.
['ZH_T27_1545_005:0022c07_6']	住見道時無覆無記。	住見道時無覆無記。	When abiding in the path of seeing, there are no afflictions that cover and obscure the mind.
['ZH_T27_1545_005:0022c07_15']	有漏善心尚不得起。	有漏善心尚不得起。	Even contaminated wholesome minds cannot arise,
['ZH_T27_1545_005:0022c08_6']	何況得起煩惱之心。	何況得起煩惱之心。	let alone the arising of afflictions.
['ZH_T27_1545_005:0022c08_11']	是故不退。	是故不退。	Therefore, there is no regression.
['ZH_T27_1545_005:0022c08_18']	復次以住見道。	復次以住見道。	Furthermore, by abiding in the path of seeing,
['ZH_T27_1545_005:0022c09_8']	總證三界見所斷斷。	總證三界見所斷斷。	one universally realizes the abandonment of what is seen and eliminated in the three realms.
['ZH_T27_1545_005:0022c10_4']	非於三界見所斷斷有還退者。	非於三界見所斷斷有還退者。	There is no regression from the abandonment of what is seen and eliminated in the three realms.
['ZH_T27_1545_005:0022c10_9']	是故不退。	是故不退。	Therefore, there is no regression.
['ZH_T27_1545_005:0022c11_10']	復次以住見道總證非想非非想地見所斷斷。	復次以住見道總證非想非非想地見所斷斷。	Furthermore, by abiding in the path of seeing, one universally realizes the abandonment of what is seen and eliminated in the stage of neither perception nor non-perception.
